day_pass_id,purchaser_id,date,pass_type,group_ages
6122,2553,2024-01-20,Student,"31,52"
6123,3115,2023-04-18,Single,"46,11,53,59,23"
6124,6013,2024-02-16,Family,"58,18,31,18,35,59"
6125,3581,2025-03-16,Family,"34,38,10,33"
6126,9707,2024-10-25,Single,34
6127,3243,2024-11-30,Family,"14,60,35,32"
6128,8400,2024-02-24,Student,"43,51,34,24"
6129,9675,2024-03-10,Family,53
6130,4171,2023-06-18,Family,"46,19"
6131,869,2023-04-01,Family,"30,29,9,56,58,33"
6132,7583,2025-02-25,Student,"19,10,50,58,59"
6133,3076,2023-06-10,Student,7
6134,8556,2024-07-16,Student,"35,55,19,52,27,20"
6135,4506,2024-09-01,Family,"15,11,52,57,38"
6136,9049,2023-04-19,Family,"10,43,15"
6137,1679,2025-03-14,Student,"37,27"
6138,1940,2023-06-17,Single,"35,11"
6139,1728,2024-05-30,Family,"42,15,34,58"
6140,4073,2025-02-07,Family,32
6141,8752,2025-03-20,Family,"53,31"
6142,5893,2023-07-13,Student,"35,56,43,33,12"
6143,9081,2024-02-26,Family,"45,11,12,47,56"
6144,8736,2024-03-28,Family,"35,43,11,49,21"
6145,9698,2025-01-18,Family,"12,22,57"
6146,4038,2024-05-19,Single,"57,6,15,60,54,8"
6147,1271,2023-03-31,Single,"15,26"
6148,4953,2024-04-20,Family,"54,27,60,18,57"
6149,902,2023-09-27,Single,"15,37,58"
6150,7531,2024-04-30,Family,"44,5,26,48,41"
6151,5588,2024-03-13,Single,"43,26,15,42"
6152,7412,2023-10-18,Family,"55,21,17,30,58,44"
6153,9953,2023-07-14,Student,"31,55,57,48,42"
6154,5800,2023-11-03,Family,"40,29,20,19,21"
6155,7252,2023-05-31,Family,30
6156,8563,2023-04-14,Single,"35,51,23,48,34"
6157,4710,2023-08-17,Single,"34,59,26"
6158,3709,2024-09-26,Student,34
6159,2467,2023-04-15,Student,"32,40,16,10"
6160,9771,2023-04-14,Student,"45,10,56,38"
6161,8424,2023-05-21,Family,"26,26,18,56,20,18"
6162,6442,2023-07-05,Single,"12,40,46,38,13"
6163,5155,2025-03-08,Student,"9,12,36,6,36"
6164,4943,2024-11-10,Family,"38,42"
6165,5504,2023-05-08,Student,"7,23,5,54,26,32"
6166,5598,2023-10-13,Student,"12,29,26"
6167,2310,2025-03-11,Family,"38,28,37,28,35"
6168,7252,2024-08-24,Single,"30,59"
6169,8700,2024-10-02,Family,21
6170,4917,2024-01-23,Single,"10,43,32,52"
6171,9622,2023-11-23,Family,"45,7,29,31,49,30"
6172,2223,2025-02-21,Student,15
6173,4521,2024-06-28,Student,"39,33,39,23"
6174,7265,2024-06-12,Student,33
6175,9810,2024-04-12,Single,"54,51"
6176,7282,2024-11-03,Single,"26,6,30"
6177,6764,2024-11-27,Family,"59,13,47"
6178,8510,2023-05-16,Student,"11,32,6,26,11,37"
6179,7053,2023-04-08,Student,"53,49,28,34,29,49"
6180,7491,2024-04-12,Family,5
6181,1898,2024-08-17,Student,"20,16"
6182,1614,2023-10-31,Family,"26,30,60,14"
6183,2515,2024-08-06,Family,"46,37,39"
6184,6375,2024-12-18,Family,"42,51,53"
6185,4533,2023-05-02,Student,"40,22,58"
6186,8479,2024-07-18,Single,"7,13,36,39"
6187,233,2024-03-05,Single,49
6188,9343,2024-02-08,Single,"32,48,22"
6189,1938,2024-05-03,Family,"31,38,31,20"
6190,8584,2024-04-01,Single,"40,15,14,32,5"
6191,5572,2023-11-16,Student,"38,37"
6192,6189,2024-05-07,Family,9
6193,6377,2025-02-18,Single,"30,27,19"
6194,582,2023-07-06,Family,"46,49,55,16"
6195,4370,2023-05-19,Family,37
6196,8014,2023-09-22,Student,"7,20,15"
6197,2713,2024-05-20,Single,"47,42,54"
6198,5892,2025-03-16,Single,46
6199,4561,2023-05-30,Single,"13,25,28"
6200,6937,2024-10-14,Family,18
6201,731,2024-10-16,Family,"36,12,18"
6202,9180,2023-12-09,Student,"47,42,35,30,41"
6203,5403,2025-02-28,Student,"18,35,12,36"
6204,8389,2024-04-26,Family,"51,6,7,18"
6205,7719,2023-06-29,Student,"47,44"
6206,8088,2023-10-11,Family,"28,40,30,36"
6207,6108,2024-01-26,Single,"31,7"
6208,2247,2023-04-14,Single,"7,25,16,56,50"
6209,6473,2023-08-14,Single,"8,54,26,47"
6210,2349,2024-11-21,Student,"30,12,23,29"
6211,2479,2023-06-14,Family,16
6212,9183,2023-05-15,Student,"16,9,48,21,40"
6213,3810,2024-10-11,Single,6
6214,4848,2023-04-04,Single,"11,20,22"
6215,9974,2023-06-01,Student,"33,31,10,7,60,59"
6216,948,2024-04-02,Family,"12,46"
6217,8005,2023-05-14,Family,"32,20,29,56,7,32"
6218,1971,2024-04-15,Single,"55,16"
6219,1022,2023-07-25,Single,"51,10,27,43,6,13"
6220,6881,2023-12-08,Student,32
6221,1520,2024-01-18,Family,"59,11,39,18,13,6"
6222,8905,2023-12-01,Single,"60,18"
6223,1427,2024-11-09,Family,"20,40,24"
6224,1374,2025-01-01,Single,28
6225,3556,2023-08-09,Student,"12,31,50,5"
6226,5481,2023-07-03,Single,36
6227,7066,2024-02-16,Family,"16,27,26,55"
6228,9611,2023-10-18,Student,22
6229,4185,2024-02-15,Single,"33,58,59,25"
6230,7314,2024-05-26,Family,"50,8,10,57,41,11"
6231,3969,2024-11-29,Family,"13,56,42,52,40"
6232,8546,2023-06-27,Single,"49,38"
6233,3932,2023-08-18,Family,"14,15,21,49,26"
6234,5833,2023-04-03,Student,"45,11"
6235,6961,2023-12-08,Family,"51,34"
6236,6604,2023-11-25,Student,"52,48,10,57"
6237,4754,2025-03-22,Single,"40,29"
6238,3484,2024-04-26,Student,"38,37,31,51,54"
6239,3782,2023-07-18,Family,"15,45,45"
6240,7595,2024-08-27,Family,"12,33,5"
6241,1323,2024-11-04,Family,"36,16,28,35,49,31"
6242,9175,2024-07-20,Family,"60,9,7,52,18"
6243,6628,2023-08-21,Student,"46,5,53"
6244,8500,2024-04-11,Student,"11,51"
6245,2382,2024-02-22,Single,"50,14,35"
6246,4839,2023-07-11,Family,"38,37"
6247,2044,2024-01-08,Student,"42,47,59,12,9"
6248,7886,2023-11-27,Family,"6,34,35,15,11"
6249,8839,2024-08-05,Family,"8,52,36,8"
6250,6164,2024-12-27,Family,57
6251,2854,2023-03-30,Student,"43,44"
6252,5294,2025-03-05,Single,"53,56,15"
6253,6658,2024-04-02,Family,"20,30,6,15,48,13"
6254,2816,2024-05-13,Student,"48,56,53"
6255,7800,2024-05-16,Single,"8,38,30,53,38"
6256,8754,2024-10-15,Student,"53,22,56,47,54,43"
6257,6648,2023-11-28,Student,"13,38,20"
6258,8921,2023-10-05,Family,"14,56,34,53"
6259,4169,2023-06-03,Student,"50,51,49,30"
6260,7396,2024-11-27,Single,"22,15,6,40,6"
6261,2801,2024-12-28,Single,28
6262,3427,2024-03-20,Single,"22,38,44"
6263,102,2023-05-23,Student,"50,50,21"
6264,7777,2024-06-10,Student,"10,27,59,52"
6265,1778,2025-02-27,Student,"17,31,30"
6266,4583,2023-04-21,Single,15
6267,2818,2023-10-13,Single,"24,20"
6268,6454,2024-06-06,Family,"59,5,45,59,40"
6269,3461,2024-09-22,Family,"8,34,51,9"
6270,9532,2025-02-04,Family,"27,47,20,50"
6271,6079,2023-05-14,Single,"13,16,17,17,56"
6272,3424,2025-03-19,Student,"52,49,18,45,41,32"
6273,5490,2024-11-20,Family,"26,19,45,17,46,32"
6274,4710,2024-05-05,Single,34
6275,8663,2024-05-16,Family,"46,32,28,40"
6276,2195,2024-07-14,Student,"43,11,13,34,13,23"
6277,8766,2023-07-15,Student,"12,30,56"
6278,4645,2024-11-27,Family,"36,8,10,40,14"
6279,4506,2023-04-19,Student,15
6280,2002,2024-09-09,Student,"35,39,22,9,11"
6281,5704,2023-08-18,Single,"35,7,33,47,21,49"
6282,4602,2024-06-26,Student,40
6283,2736,2024-07-31,Student,"14,5,30,40,9,51"
6284,8412,2023-08-17,Family,"34,22,30,15"
6285,6904,2023-11-26,Single,"31,8,41,13,47"
6286,4963,2024-09-01,Family,"58,41,50,50"
6287,8426,2024-09-17,Student,"7,10,30,53,36"
6288,8248,2024-05-12,Single,"30,45,40,15,12"
6289,8226,2024-06-26,Student,"41,37,41,40,55,48"
6290,463,2025-02-26,Student,"15,5"
6291,3214,2024-11-04,Single,"60,6,48,26"
6292,9768,2024-10-24,Family,"25,29,10,7,28"
6293,6874,2023-08-29,Family,"26,46,22"
6294,5786,2024-12-10,Student,"11,14,25"
6295,1150,2024-07-13,Family,"34,55,59"
6296,3706,2023-09-06,Single,"36,9,17"
6297,6418,2023-05-20,Student,"10,51,39,31,39"
6298,4310,2023-07-31,Family,55
6299,2258,2024-01-23,Single,"44,39,27,13,47,32"
6300,7358,2023-07-23,Family,37
6301,7904,2024-05-26,Single,10
6302,7221,2023-04-29,Family,5
6303,1939,2024-10-05,Student,"26,54,42"
6304,7923,2023-06-25,Family,32
6305,5926,2024-08-26,Family,"50,32"
6306,6653,2023-11-25,Student,"45,6"
6307,5818,2025-02-26,Single,55
6308,7707,2025-02-07,Family,"8,39,39,40,34,26"
6309,9145,2024-06-12,Family,"48,22,25,6,10"
6310,6847,2025-02-25,Family,"27,26,8,16,27"
6311,1329,2024-09-26,Single,"44,16,60,27,25,12"
6312,4613,2023-09-11,Single,"18,50,38"
6313,2094,2025-01-09,Single,"43,31,23"
6314,6905,2024-07-11,Single,"46,41,23"
6315,620,2024-04-21,Family,"57,20"
6316,2102,2025-02-19,Student,"42,53,57"
6317,3774,2024-10-26,Family,"33,47"
6318,1584,2023-12-16,Student,"26,56"
6319,8753,2023-08-04,Student,"51,34,22,12,51,59"
6320,5424,2025-03-10,Family,"49,52,25,37"
6321,9556,2024-12-15,Single,"10,59,24,35,28"
6322,7685,2025-01-11,Student,"31,44,25"
6323,6720,2023-04-05,Student,"30,40,37,34,41,53"
6324,4926,2023-03-28,Student,"24,36,12,51,12"
6325,5481,2023-09-21,Family,"36,22"
6326,1353,2024-12-22,Family,"23,54,20,17,44,42"
6327,3669,2024-10-29,Family,36
6328,7452,2023-06-27,Student,"59,19,57"
6329,4807,2025-02-18,Student,"43,9,7,7,26,41"
6330,9777,2024-08-09,Single,"19,41"
6331,1623,2024-07-11,Single,45
6332,2565,2023-10-28,Family,"36,41,10,25,17"
6333,2984,2024-02-16,Single,"58,7,9,56"
6334,524,2024-09-23,Student,23
6335,9221,2025-03-10,Student,"34,6"
6336,2593,2023-08-10,Single,20
6337,2467,2024-03-11,Student,32
6338,4706,2024-02-01,Family,"12,28,47,55"
6339,5256,2023-08-01,Family,"18,34"
6340,9769,2023-10-14,Single,"53,58"
6341,6262,2024-03-31,Student,27
6342,5810,2024-05-11,Single,23
6343,1433,2025-02-17,Student,"18,44"
6344,8494,2024-06-07,Single,"28,35,55,34,46,43"
6345,9828,2023-08-31,Single,38
6346,3098,2024-02-25,Family,"12,37"
6347,5200,2023-08-21,Family,"16,46,17,18,17"
6348,6309,2024-03-15,Student,"50,25,46,17,15"
6349,2934,2024-10-31,Student,"28,30,57"
6350,7294,2024-06-21,Single,"30,43,45,18,47"
6351,5943,2023-07-02,Single,"17,11,58,39,30"
6352,6427,2024-06-27,Student,"49,20,33,25,40,20"
6353,5920,2023-05-15,Family,"54,57,57,7,28"
6354,1899,2024-08-26,Student,59
6355,959,2023-06-29,Family,"59,13,18,6,10,46"
6356,9570,2024-07-07,Single,"37,8,34,19,28"
6357,7062,2024-08-29,Single,"37,53,52"
6358,4627,2023-07-12,Student,"5,42,33"
6359,1763,2023-06-11,Single,"39,17,38,8,44"
6360,237,2024-11-15,Single,"52,15"
6361,2363,2024-10-08,Single,"51,50,60"
6362,3719,2024-12-16,Family,"13,24,38,58,42"
6363,6986,2023-04-04,Family,"11,31,24,20"
6364,6299,2024-09-06,Family,"14,8,34,46,45"
6365,5940,2023-10-03,Student,"42,11,30"
6366,4204,2023-07-24,Family,"44,36,55,58,58,30"
6367,8012,2023-12-15,Student,"26,38,26,29,20"
6368,5889,2024-11-15,Family,24
6369,69,2025-01-07,Family,"5,46,55"
6370,5377,2023-10-17,Family,"34,17"
6371,3015,2023-12-14,Single,"9,13,47,24,46,17"
6372,6192,2024-05-28,Single,"59,15,58,27"
6373,5358,2024-10-19,Single,"20,14"
6374,5532,2023-06-24,Family,"48,30,41"
6375,1833,2024-12-27,Family,26
6376,5319,2024-04-19,Family,"54,33"
6377,5252,2023-04-17,Family,"12,55"
6378,7010,2024-10-27,Family,"14,29,53,28"
6379,6115,2024-01-16,Single,47
6380,6296,2024-09-26,Single,"47,27,20"
6381,9910,2023-05-31,Family,"25,13,11,25,35,47"
6382,4446,2023-11-18,Family,"55,13,14,46,48"
6383,7778,2025-01-27,Student,"11,45,22,21"
6384,6894,2023-10-26,Student,"6,60,49,11,51,17"
6385,4166,2024-06-10,Single,"20,43,5,23,13"
6386,9731,2023-10-09,Family,22
6387,6019,2023-09-04,Single,"24,13,51,16,31"
6388,7673,2023-11-05,Student,"19,43,53"
6389,3387,2024-05-16,Single,"32,31"
6390,679,2024-03-07,Single,"37,32,57"
6391,6488,2023-12-18,Single,"41,52"
6392,5277,2024-03-28,Student,"23,58"
6393,8741,2024-07-30,Single,"32,16,50"
6394,5852,2023-09-13,Student,"34,28,14,55,15,35"
6395,9085,2023-12-21,Family,"45,25,41,7"
6396,4429,2023-11-21,Single,"50,56"
6397,2379,2023-05-27,Student,"12,30,23"
6398,7796,2023-07-25,Family,"11,19,54,28,54"
6399,265,2024-10-17,Family,"39,34,16,57"
6400,4855,2023-08-09,Student,24
6401,9698,2024-08-31,Student,"12,33,29,28"
6402,1447,2024-04-27,Single,"23,7,18,42,59,17"
6403,2610,2023-10-24,Single,"48,44,29,13"
6404,6642,2025-01-07,Family,"20,32"
6405,3815,2024-04-02,Family,"6,23,7,29,29,51"
6406,1011,2024-04-19,Family,"39,34,10"
6407,6056,2024-06-04,Single,"7,21,55,17,54,28"
6408,9267,2023-10-19,Family,"34,50,24,51"
6409,6254,2023-10-26,Family,"51,56,10,48,5,25"
6410,9152,2023-04-01,Single,"12,12,53,44,16,9"
6411,2489,2024-04-29,Family,"35,17,30,10,39,44"
6412,1940,2024-03-04,Single,"35,51"
6413,6368,2024-09-07,Single,"46,22,38,16,8,37"
6414,1608,2025-01-06,Single,"11,34,30,13,23,60"
6415,3250,2023-11-20,Student,"15,58"
6416,2724,2024-06-23,Family,10
6417,259,2024-07-18,Single,"31,54,6,38,50,46"
6418,2567,2024-07-19,Family,"50,31,56,10,55"
6419,1399,2023-08-07,Single,"20,32,17,43,9"
6420,9382,2025-02-02,Single,"39,53"
6421,2647,2024-12-17,Family,"6,60,58,34,50,31"
6422,9342,2024-05-11,Student,"7,6,10,44,56,20"
6423,9096,2023-04-25,Single,"32,7,14"
6424,8277,2025-01-26,Family,"42,16,58,31"
6425,1994,2023-10-11,Family,"42,13,34"
6426,8292,2023-06-23,Student,"51,49,11,6,37,33"
6427,9556,2024-01-16,Single,"10,25,55,9,5,35"
6428,6877,2024-06-29,Student,35
6429,1274,2023-04-25,Family,"29,52"
6430,6518,2024-07-09,Single,"30,52,27,34"
6431,4778,2023-12-20,Single,"28,7,26,34,40,28"
6432,1020,2024-03-23,Single,8
6433,6559,2024-02-21,Single,"53,43,27,33,19"
6434,1310,2023-04-27,Family,"11,23,21"
6435,3639,2024-12-30,Student,"9,53"
6436,9125,2023-10-31,Student,36
6437,1847,2023-09-19,Single,"42,26,54"
6438,1192,2024-03-06,Single,"34,46,42"
6439,1098,2023-05-30,Family,"31,15"
6440,6704,2024-07-06,Single,"12,39"
6441,9475,2024-02-06,Family,"40,60,46,55,57"
6442,2293,2024-05-31,Single,"58,60,13,17,36"
6443,6563,2024-11-21,Family,"45,37,52,33,29,33"
6444,1074,2023-03-29,Student,"20,54,5,11,48,60"
6445,7055,2023-12-18,Family,"14,37,20,53,39"
6446,2582,2025-01-04,Family,"9,39"
6447,602,2023-09-14,Student,"18,43,28,15,45"
6448,7653,2024-03-13,Family,"58,39,39,8,56,32"
6449,930,2023-07-18,Single,"9,19,50,55"
6450,9882,2023-05-02,Single,"10,30,14,6,33,45"
6451,2377,2023-10-08,Single,"50,46,53"
6452,4742,2023-06-25,Single,"11,25,58,8"
6453,3011,2023-11-17,Student,"45,24"
6454,9125,2024-03-19,Student,"36,5,41,53,33,40"
6455,6272,2024-05-13,Family,"26,28"
6456,2111,2024-12-23,Single,"35,49,13"
6457,9685,2025-02-21,Single,"59,38,44,59,26"
6458,499,2023-07-16,Single,"29,57,21,47,52"
6459,6528,2025-01-22,Family,"32,49,29,5,42"
6460,3112,2024-02-02,Student,"29,33,50,17"
6461,9521,2024-10-09,Family,"11,25,46,24"
6462,5140,2023-07-29,Family,"49,43,32"
6463,6316,2023-08-13,Single,"29,58,50,15,15"
6464,3263,2023-12-15,Student,"9,22,35,23,7,36"
6465,3266,2024-08-28,Family,"31,11,33"
6466,5709,2023-06-05,Single,"18,19,51,21,44"
6467,4048,2024-10-05,Family,"40,18,44,23,20,15"
6468,9492,2024-10-10,Student,"13,14"
6469,953,2025-01-03,Family,11
6470,5115,2024-09-06,Student,"20,23"
6471,6791,2024-10-12,Single,"5,10"
6472,3578,2024-12-09,Single,"58,6,7,41,36,57"
6473,8427,2024-03-12,Family,"13,47,14,40,12"
6474,9176,2024-05-16,Student,"58,8,51,15,40"
6475,9726,2023-11-11,Student,"24,56,19,12"
6476,4504,2023-12-11,Single,"35,46,49"
6477,5323,2023-06-08,Student,"56,38,9"
6478,5986,2023-04-13,Single,57
6479,3268,2023-07-07,Single,"44,55,16,36,15"
6480,8554,2023-06-26,Single,20
6481,7656,2024-01-03,Single,"33,38,58,40"
6482,7773,2024-12-20,Student,"28,14,7,21"
6483,1557,2024-05-20,Single,"54,60,59,41"
6484,1172,2023-04-11,Single,"14,23,58,32,54,59"
6485,2807,2024-08-29,Student,"50,12,26,43,22"
6486,8866,2023-09-28,Family,"56,52"
6487,5023,2023-10-17,Student,"39,14,46,43"
6488,1064,2024-12-23,Family,"34,40,14,16,55,30"
6489,8049,2025-02-15,Student,"16,50"
6490,648,2024-02-10,Single,"22,25,58,43"
6491,7384,2023-08-20,Single,"51,10,16"
6492,5953,2023-06-23,Family,"58,22,15,46,13"
6493,2468,2023-08-02,Family,"43,36,20,14"
6494,1626,2024-06-08,Family,"54,12,41,20,59,18"
6495,1542,2024-06-30,Student,"48,46,20,52,10,33"
6496,9628,2023-04-13,Single,"17,52"
6497,2303,2024-01-29,Student,"21,51"
6498,1707,2024-12-23,Student,"26,31"
6499,4647,2024-06-17,Family,25
6500,7502,2024-02-12,Student,"14,46"
6501,6710,2024-12-15,Single,"57,56,15,54"
6502,8523,2024-07-29,Single,"53,20,36,21,16"
6503,8192,2023-04-14,Family,"47,14,21,16,59,48"
6504,3611,2023-08-26,Single,24
6505,3791,2025-01-10,Single,"29,54,43"
6506,9264,2024-07-03,Student,"9,15,14"
6507,9167,2025-01-01,Student,"60,35"
6508,5482,2024-06-29,Student,"44,41,27,8"
6509,6023,2025-02-02,Student,"20,14,7,45"
6510,4294,2024-01-11,Single,"28,28,32,6,51"
6511,3151,2023-05-21,Single,"57,35,40,6,7,55"
6512,7252,2024-05-18,Family,"30,38,34,33,53"
6513,9044,2025-01-09,Student,"29,56"
6514,7725,2023-05-30,Student,"5,35,53"
6515,1161,2025-02-23,Family,"43,29,58,58"
6516,3802,2025-03-13,Student,"46,15"
6517,3239,2023-07-02,Single,"55,12,30,27,13"
6518,1116,2025-01-19,Family,26
6519,1323,2024-11-10,Single,"36,35,34,34"
6520,2425,2023-08-27,Student,48
6521,5555,2023-09-10,Student,"42,46,35"
6522,8357,2023-06-12,Student,58
6523,4815,2025-01-28,Family,"11,51,42,19"
6524,3629,2024-06-28,Single,21
6525,1283,2023-04-16,Single,13
6526,823,2023-12-24,Family,"45,52,31,17"
6527,7928,2025-03-09,Student,"44,59,39"
6528,9708,2024-06-29,Single,"11,53,48,5"
6529,9096,2023-07-07,Single,"32,31,30,19,59"
6530,9643,2024-09-26,Single,"47,11,60"
6531,2417,2024-01-19,Family,"53,52"
6532,1480,2023-10-07,Single,"36,18,48"
6533,191,2023-09-08,Family,"25,58"
6534,8400,2024-12-20,Family,"43,16,56,39"
6535,9177,2024-06-15,Family,"48,23,48,8,46"
6536,4468,2025-03-15,Family,"46,44,5,56"
6537,8423,2023-11-28,Student,"7,40,21,55,51"
6538,6547,2024-12-12,Single,"25,8,7,26"
6539,3121,2024-03-18,Single,"54,43,11,17,58"
6540,3482,2024-04-16,Student,"59,52,42,52,34"
6541,6076,2023-06-10,Single,"48,58,46"
6542,8873,2024-06-02,Family,"37,9,14,60,14"
6543,5575,2024-01-26,Single,"56,25"
6544,2184,2024-10-22,Single,"5,34,52,43,10"
6545,3883,2024-07-27,Single,"40,48,6,21,12,12"
6546,8503,2024-02-07,Family,"26,26,38"
6547,2654,2023-10-30,Single,"51,7,54"
6548,5065,2024-03-05,Family,"41,35,13"
6549,8452,2024-12-02,Single,"56,27,5,10,22"
6550,3287,2024-02-04,Single,"25,32,32,15,25,21"
6551,2106,2023-07-17,Student,"13,45,34"
6552,496,2023-07-19,Single,"57,26,32,48,48,28"
6553,6541,2024-07-24,Student,"6,60"
6554,9717,2024-11-01,Student,"11,16"
6555,7191,2024-08-14,Single,"26,37,14,19,10"
6556,6537,2024-10-27,Student,53
6557,8593,2023-10-27,Student,"52,19,32,28"
6558,8220,2024-02-28,Student,"49,44,54,28"
6559,9388,2024-12-08,Student,"9,29,20,55"
6560,1146,2024-12-07,Family,"27,37,15,59,34,17"
6561,9374,2024-02-12,Family,"45,49,7,51"
6562,2787,2024-02-28,Family,"43,13,43,45,37,55"
6563,1823,2024-08-26,Student,"26,22,57,42,26"
6564,6137,2024-10-28,Student,"51,27"
6565,95,2023-09-16,Family,"21,37,21"
6566,8775,2023-09-10,Family,52
6567,4795,2023-12-24,Family,"20,22,39,27"
6568,6635,2024-10-06,Family,"8,31,37,25"
6569,2461,2024-03-02,Student,"58,40,16,44,45"
6570,5122,2024-11-30,Student,"9,42,21"
6571,5104,2023-04-24,Family,"9,52,54,42,37"
6572,2394,2023-09-08,Family,"11,5"
6573,4787,2023-10-22,Single,30
6574,5352,2024-10-18,Single,"35,22,48,9,8"
6575,4069,2024-03-16,Student,"7,8,49,20,25"
6576,3035,2024-11-06,Single,"20,33,46,60,7"
6577,7649,2024-03-09,Student,"29,6,36,20,35,40"
6578,9934,2023-08-24,Single,"36,44,30,48,14,60"
6579,4786,2023-08-31,Single,"52,31"
6580,4816,2024-12-16,Student,"37,44"
6581,5931,2024-02-18,Student,40
6582,9838,2023-04-25,Student,"59,26,42"
6583,8619,2024-01-17,Family,53
6584,6242,2024-06-23,Student,55
6585,2644,2024-02-25,Family,"49,37,60"
6586,1210,2025-02-16,Single,"9,6"
6587,5932,2024-08-24,Family,28
6588,6223,2024-12-19,Family,"23,38,21,15"
6589,9532,2024-12-10,Student,"27,25,52,33"
6590,9488,2024-08-27,Single,"41,36,31,20,10"
6591,1658,2023-12-29,Single,"33,58,30,23,16,26"
6592,547,2023-10-24,Family,"24,52"
6593,8873,2024-12-07,Family,"37,27,46,40,57,42"
6594,3570,2024-11-23,Family,"40,53,49,44,52,38"
6595,5314,2024-10-28,Student,60
6596,6870,2023-10-08,Family,"6,31,59,60"
6597,4790,2025-02-20,Family,"6,40,37,45"
6598,3707,2025-03-10,Student,"11,25"
6599,6285,2024-03-27,Single,"14,32,16,51,48"
6600,7742,2023-12-29,Single,"58,12,49,9,39"
6601,1550,2024-11-25,Student,40
6602,6231,2024-09-08,Family,"51,32,38,43,15"
6603,9721,2025-03-22,Student,"37,35,27,18,5,17"
6604,3533,2024-01-04,Student,"5,21,9,50"
6605,5308,2024-07-24,Family,"55,47,53,17,34,28"
6606,6629,2024-08-05,Single,"60,58"
6607,5736,2024-01-20,Student,"21,18,54,32"
6608,1278,2023-07-18,Single,"32,28,49,25"
6609,1291,2023-07-12,Single,"24,48,33,9,40"
6610,6098,2024-10-22,Single,"45,45"
6611,5030,2023-12-16,Student,"14,43,39,11"
6612,2024,2024-07-24,Family,"30,56,45,48,14,32"
6613,5270,2023-10-22,Student,"11,24,53,20,22"
6614,6971,2023-08-23,Student,"29,36"
6615,9712,2023-08-09,Student,"42,19,15,60"
6616,7251,2024-08-27,Single,"15,52,28,19,33"
6617,7320,2023-04-04,Family,"13,60,59,25"
6618,2586,2024-01-18,Student,14
6619,2232,2024-12-18,Single,"47,59,27"
6620,5389,2025-02-18,Student,"26,7"
6621,2363,2023-04-29,Student,"51,45,30"
6622,8568,2024-04-12,Family,"34,39,50,33,34"
6623,9651,2023-12-27,Single,"47,13,22"
6624,6632,2024-04-13,Family,"38,46,5,42"
6625,3784,2024-12-07,Single,"25,36,32,16"
6626,550,2023-08-12,Family,"40,22"
6627,9055,2025-02-26,Student,12
6628,6742,2023-07-24,Single,"18,34,55,5"
6629,180,2024-06-15,Single,"42,33,38,16"
6630,1762,2024-07-07,Single,45
6631,1920,2023-09-13,Family,"43,30,25,6,40,46"
6632,4546,2023-09-11,Single,"9,58,43,32,45"
6633,6258,2023-07-27,Student,"46,56,57,56,28,55"
6634,3604,2023-07-22,Family,"59,32"
6635,324,2023-08-21,Student,"15,17,46,31,38,30"
6636,972,2024-01-01,Family,"14,41"
6637,9852,2023-03-30,Single,"29,41,45,39,18"
6638,1115,2023-04-24,Single,"43,18,8,18,27"
6639,3844,2025-03-14,Family,"29,14,42,48,22,9"
6640,1132,2023-05-16,Single,"54,37,52"
6641,3394,2024-12-06,Student,"22,36,43,58,56,8"
6642,3100,2025-02-11,Single,"37,32,60,27,18,60"
6643,4312,2024-01-14,Single,"10,41"
6644,3179,2024-12-07,Single,"8,56,17,19,29"
6645,5372,2023-07-13,Single,"30,56,19,9"
6646,5996,2023-12-21,Student,"13,48,10"
6647,3358,2023-10-26,Single,"59,12,19,9,47,16"
6648,3063,2024-11-26,Student,"5,46,36"
6649,127,2023-09-13,Single,"10,29"
6650,7274,2023-11-30,Single,"33,52,56,44,24,13"
6651,5319,2024-06-04,Student,"54,42"
6652,1840,2023-09-23,Family,"37,40,30,31,7"
6653,1428,2025-02-26,Single,"51,21,50,12,28,8"
6654,2088,2024-03-10,Student,"56,47"
6655,1771,2024-12-01,Single,"43,25,24,57,27"
6656,6048,2025-01-27,Student,"57,12,53,58,11,39"
6657,7692,2023-05-18,Family,"44,38,56,54"
6658,4771,2024-10-10,Family,"5,53,21,7"
6659,4118,2024-02-21,Single,"48,32"
6660,9468,2025-03-15,Student,50
6661,9359,2023-11-19,Family,"53,30,52,10"
6662,4464,2023-07-08,Single,"19,21,57"
6663,2343,2024-08-25,Family,"28,37,8"
6664,6725,2023-05-03,Single,42
6665,6121,2024-04-02,Family,"26,10,24,54"
6666,4195,2024-11-23,Single,44
6667,9917,2023-03-29,Family,41
6668,8560,2024-02-27,Student,"21,31,30,14,25,29"
6669,9755,2024-04-27,Student,"45,36"
6670,2984,2024-04-11,Family,"58,24"
6671,8932,2023-05-27,Single,47
6672,8372,2024-08-03,Student,37
6673,3221,2023-05-04,Student,"26,6,45,13"
6674,8140,2024-08-17,Family,58
6675,8991,2023-09-17,Student,"25,6,24"
6676,337,2023-08-17,Family,"49,12,23"
6677,5698,2024-11-25,Family,"50,6,54,47,25,40"
6678,9848,2024-09-04,Student,"12,6,29,28"
6679,1348,2023-07-16,Student,"48,51"
6680,1773,2024-09-10,Family,"20,26,40,9,26,33"
6681,3804,2024-12-04,Family,56
6682,6554,2023-06-14,Family,"6,41,43,41,30,32"
6683,8082,2025-01-11,Single,26
6684,7822,2024-08-20,Student,"27,23,31,6,32,46"
