sale_id,customer_id,member_id,date,item,price
1124,3128,0,2024-03-10,Shoes Rental,36.16
1125,8241,0,2023-05-16,Chalk Bag,24.15
1126,1816,0,2024-09-08,Celsius,43.94
1127,4183,0,2024-10-23,Water Bottle,36.99
1128,386,386,2023-06-16,T-Shirt,17.53
1129,8987,0,2023-05-26,Celsius,5.6
1130,3893,0,2024-08-02,Chalk Bag,29.63
1131,1910,0,2023-09-12,Protein Bar,48.16
1132,8150,0,2024-03-21,Chalk Bag,34.86
1133,7086,0,2023-11-29,Celsius,9.05
1134,3961,0,2024-09-21,Water Bottle,23.68
1135,7589,0,2023-08-03,Protein Bar,39.49
1136,7026,0,2023-05-16,Shoes Rental,7.2
1137,9789,0,2024-01-25,Protein Bar,16.24
1138,5100,0,2023-08-22,Chalk Bag,5.6
1139,8673,0,2023-12-12,Gatorade,42.57
1140,8217,0,2024-04-19,Celsius,15.25
1141,8882,0,2025-03-24,Shoes Rental,14.85
1142,6876,0,2024-07-17,Shoes Rental,29.61
1143,7716,0,2024-08-12,Protein Bar,19.62
1144,7187,0,2024-09-06,Water Bottle,19.75
1145,8397,0,2024-07-28,Water Bottle,47.36
1146,1867,0,2023-11-30,Gatorade,47.47
1147,1841,0,2024-05-02,Shoes Rental,41.33
1148,4822,0,2023-12-04,Celsius,33.21
1149,1881,0,2024-02-15,Chalk Bag,39.16
1150,3372,0,2023-04-07,Gatorade,43.44
1151,6943,0,2023-10-06,Chalk Bag,27.08
1152,4763,0,2023-05-22,Shoes Rental,10.8
1153,9868,0,2023-10-04,Gatorade,25.51
1154,287,287,2024-12-11,Shoes Rental,27.04
1155,2713,0,2023-10-24,Protein Bar,31.27
1156,4025,0,2023-07-11,Protein Bar,42.34
1157,4069,0,2024-08-07,Shoes Rental,39.0
1158,3270,0,2023-05-31,Celsius,7.24
1159,6842,0,2024-04-13,Gatorade,48.12
1160,5307,0,2024-06-22,Gatorade,31.89
1161,5927,0,2025-03-07,Gatorade,22.47
1162,7512,0,2024-07-11,Shoes Rental,7.8
1163,4719,0,2023-05-06,Protein Bar,12.35
1164,630,630,2024-06-15,Chalk Bag,26.71
1165,4616,0,2023-10-20,Shoes Rental,11.15
1166,3002,0,2023-04-13,T-Shirt,18.74
1167,9079,0,2023-09-20,Chalk Bag,33.26
1168,9864,0,2024-12-07,Water Bottle,24.16
1169,725,725,2024-05-25,Protein Bar,35.76
1170,4316,0,2023-04-07,Celsius,30.68
1171,4002,0,2024-07-22,Celsius,37.08
1172,9200,0,2025-01-09,Shoes Rental,34.28
1173,2301,0,2023-11-13,T-Shirt,28.72
1174,470,470,2024-10-04,Gatorade,46.14
1175,2846,0,2023-05-03,Chalk Bag,26.37
1176,5252,0,2025-03-21,Gatorade,12.44
1177,3717,0,2023-08-05,Chalk Bag,6.67
1178,4562,0,2024-09-15,Shoes Rental,6.17
1179,7154,0,2025-03-03,Shoes Rental,18.56
1180,9280,0,2024-07-10,Water Bottle,23.23
1181,643,643,2023-08-31,T-Shirt,44.41
1182,5833,0,2024-05-04,Gatorade,41.84
1183,4060,0,2024-03-07,Celsius,27.02
1184,2305,0,2023-09-09,Shoes Rental,45.21
1185,4846,0,2023-10-14,Water Bottle,5.78
1186,240,240,2024-05-31,Gatorade,37.47
1187,5285,0,2024-02-28,T-Shirt,21.53
1188,7746,0,2024-12-07,Water Bottle,34.29
1189,7287,0,2023-06-07,Gatorade,6.73
1190,8582,0,2023-06-16,Shoes Rental,11.23
1191,3395,0,2024-07-12,Shoes Rental,41.21
1192,6877,0,2024-03-12,Chalk Bag,49.47
1193,1126,0,2023-04-20,Celsius,8.6
1194,7385,0,2024-05-11,Gatorade,11.32
1195,6858,0,2024-04-16,Protein Bar,18.54
1196,6782,0,2024-10-04,Water Bottle,29.31
1197,9529,0,2025-03-01,Gatorade,23.27
1198,7998,0,2024-02-09,Gatorade,30.08
1199,3373,0,2024-04-16,Celsius,25.32
1200,113,113,2024-01-08,Celsius,41.98
1201,7701,0,2023-08-17,Protein Bar,41.92
1202,3910,0,2025-03-25,T-Shirt,12.95
1203,3646,0,2024-04-24,Chalk Bag,18.15
1204,4735,0,2024-04-19,Shoes Rental,39.16
1205,6974,0,2025-02-16,Water Bottle,42.65
1206,6135,0,2024-04-12,Chalk Bag,13.18
1207,2328,0,2023-10-21,Gatorade,26.67
1208,320,320,2023-12-27,Water Bottle,11.72
1209,1386,0,2024-02-12,Celsius,30.37
1210,166,166,2024-08-27,Celsius,7.6
1211,7298,0,2024-01-15,T-Shirt,39.84
1212,4461,0,2024-09-08,Water Bottle,19.37
1213,6064,0,2023-12-01,T-Shirt,48.53
1214,5462,0,2024-11-09,Protein Bar,34.16
1215,4795,0,2024-09-19,Shoes Rental,45.62
1216,1345,0,2023-06-24,Shoes Rental,7.94
1217,5158,0,2024-06-12,Gatorade,40.32
1218,5153,0,2023-09-12,Protein Bar,31.39
1219,7919,0,2024-06-10,Protein Bar,22.57
1220,2113,0,2024-07-14,Shoes Rental,13.87
1221,5251,0,2024-02-22,Celsius,5.86
1222,4485,0,2024-12-05,Gatorade,44.28
1223,9329,0,2024-08-24,Gatorade,24.6
1224,3927,0,2023-12-09,Celsius,45.36
1225,6533,0,2025-01-31,Protein Bar,42.23
1226,7818,0,2024-12-11,Water Bottle,15.71
1227,6414,0,2023-04-25,Protein Bar,36.08
1228,1979,0,2023-06-21,Chalk Bag,35.2
1229,6617,0,2023-08-13,Water Bottle,20.71
1230,8065,0,2023-06-01,Chalk Bag,24.93
1231,1100,0,2024-07-17,Shoes Rental,38.48
1232,2164,0,2023-06-25,Shoes Rental,23.19
1233,1121,0,2024-04-09,Protein Bar,41.94
1234,6168,0,2024-07-31,Shoes Rental,36.07
1235,9390,0,2023-11-22,Chalk Bag,35.08
1236,9709,0,2023-12-25,T-Shirt,25.33
1237,9169,0,2024-04-22,Chalk Bag,36.1
1238,1376,0,2023-04-15,Gatorade,44.3
1239,9931,0,2023-07-01,Gatorade,25.68
1240,3427,0,2024-12-02,T-Shirt,10.82
1241,6700,0,2024-01-02,Protein Bar,42.42
1242,5577,0,2023-11-03,Shoes Rental,44.73
1243,7015,0,2024-06-18,Celsius,30.26
1244,2723,0,2023-07-01,Water Bottle,20.53
1245,3363,0,2023-09-05,Protein Bar,15.34
1246,9304,0,2024-03-29,Protein Bar,24.68
1247,8605,0,2025-03-21,Celsius,14.76
1248,6750,0,2024-07-27,Shoes Rental,26.67
1249,6275,0,2023-10-22,T-Shirt,36.02
1250,2138,0,2023-11-10,Gatorade,26.53
1251,8086,0,2023-10-09,Water Bottle,29.09
1252,9715,0,2023-11-15,Gatorade,24.85
1253,3236,0,2023-08-19,Water Bottle,41.78
1254,7201,0,2024-06-18,T-Shirt,26.85
1255,2792,0,2025-01-26,Chalk Bag,17.57
1256,4701,0,2024-01-13,Celsius,12.12
1257,5529,0,2024-10-31,Gatorade,39.14
1258,7272,0,2023-07-24,Gatorade,42.77
1259,4168,0,2023-06-13,T-Shirt,33.26
1260,9366,0,2023-04-22,Shoes Rental,36.93
1261,8714,0,2024-08-28,Celsius,35.97
1262,7567,0,2023-11-30,T-Shirt,26.39
1263,8810,0,2024-11-24,Shoes Rental,18.74
1264,1704,0,2025-02-01,Shoes Rental,39.72
1265,9058,0,2024-07-17,Protein Bar,13.48
1266,6952,0,2023-08-24,Shoes Rental,30.29
1267,4956,0,2023-07-08,T-Shirt,25.44
1268,2553,0,2024-12-13,T-Shirt,24.57
1269,1357,0,2024-02-29,Chalk Bag,34.58
1270,284,284,2023-04-05,Celsius,42.97
1271,6990,0,2025-02-03,Protein Bar,14.41
1272,2963,0,2024-11-09,Celsius,44.07
1273,2368,0,2023-03-29,Water Bottle,47.1
1274,5313,0,2024-05-29,Shoes Rental,16.48
1275,8630,0,2024-07-30,T-Shirt,22.1
1276,9360,0,2024-12-01,Protein Bar,6.87
1277,4772,0,2025-02-27,Shoes Rental,26.64
1278,1767,0,2024-08-18,Protein Bar,11.68
1279,752,752,2023-04-06,Shoes Rental,12.72
1280,3819,0,2024-08-25,T-Shirt,30.51
1281,7675,0,2024-06-15,T-Shirt,7.29
1282,8911,0,2023-11-04,Water Bottle,42.74
1283,3468,0,2024-08-13,Water Bottle,42.59
1284,1657,0,2025-02-28,T-Shirt,24.49
1285,8115,0,2023-07-15,Shoes Rental,37.86
1286,6370,0,2025-01-22,Celsius,48.32
1287,10,10,2024-12-08,Water Bottle,13.52
1288,1294,0,2024-11-06,T-Shirt,12.09
1289,4378,0,2025-01-17,Gatorade,18.78
1290,7565,0,2024-12-22,Water Bottle,48.33
1291,6395,0,2024-12-25,Water Bottle,32.99
1292,606,606,2024-08-09,Chalk Bag,43.39
1293,8184,0,2023-10-13,Shoes Rental,22.52
1294,6915,0,2024-01-31,Celsius,22.87
1295,4417,0,2024-08-26,Protein Bar,9.81
1296,821,821,2023-05-06,Protein Bar,41.23
1297,5157,0,2024-09-28,Gatorade,29.63
1298,2749,0,2025-02-22,Celsius,49.9
1299,1311,0,2024-08-06,T-Shirt,10.94
1300,5986,0,2023-10-27,Protein Bar,22.37
1301,1602,0,2023-06-30,Shoes Rental,36.64
1302,4225,0,2024-05-19,Celsius,49.16
1303,1746,0,2023-05-04,Water Bottle,24.33
1304,4403,0,2025-01-04,Shoes Rental,9.75
1305,4897,0,2025-02-14,Celsius,35.33
1306,518,518,2025-03-03,Protein Bar,25.74
1307,7932,0,2023-05-14,Water Bottle,10.13
1308,4346,0,2025-02-11,T-Shirt,39.49
1309,7102,0,2024-04-11,T-Shirt,40.44
1310,532,532,2025-03-10,Water Bottle,11.67
1311,5860,0,2024-12-05,Chalk Bag,16.83
1312,5938,0,2023-06-04,Water Bottle,34.06
1313,9077,0,2024-09-02,Protein Bar,30.83
1314,2485,0,2023-10-11,T-Shirt,32.32
1315,445,445,2024-04-13,Gatorade,29.44
1316,9730,0,2024-01-19,Chalk Bag,46.04
1317,536,536,2025-01-05,Water Bottle,30.13
1318,6702,0,2024-10-12,Shoes Rental,7.81
1319,3864,0,2023-11-18,Celsius,35.67
1320,9833,0,2024-10-28,Shoes Rental,24.6
1321,4561,0,2023-04-28,Celsius,29.73
1322,5070,0,2024-11-23,Protein Bar,28.13
1323,3893,0,2024-02-18,Water Bottle,24.67
1324,5958,0,2023-09-10,Water Bottle,45.2
1325,4606,0,2023-04-05,Water Bottle,10.62
1326,3947,0,2024-06-16,Shoes Rental,6.28
1327,824,824,2025-03-15,Celsius,35.51
1328,2119,0,2024-11-26,Gatorade,8.26
1329,6592,0,2024-06-23,Chalk Bag,30.94
1330,1642,0,2024-10-03,Shoes Rental,40.82
1331,4511,0,2024-01-30,Chalk Bag,17.77
1332,413,413,2023-05-21,Chalk Bag,28.23
1333,934,934,2024-09-05,Water Bottle,40.29
1334,6069,0,2024-02-28,Celsius,49.29
1335,4215,0,2023-04-05,Shoes Rental,42.45
1336,7156,0,2025-01-14,Protein Bar,20.51
1337,7471,0,2024-01-17,Water Bottle,36.54
1338,9122,0,2023-04-14,T-Shirt,46.45
1339,5593,0,2024-03-16,Chalk Bag,22.45
1340,5622,0,2024-11-20,Celsius,36.89
1341,6025,0,2023-10-01,T-Shirt,28.48
1342,4290,0,2024-04-30,Protein Bar,38.07
1343,8289,0,2024-07-07,Chalk Bag,38.92
1344,3512,0,2024-06-20,Gatorade,14.51
1345,54,54,2024-06-21,Protein Bar,25.27
1346,9054,0,2023-08-16,Shoes Rental,41.64
1347,6584,0,2023-09-26,Celsius,33.33
1348,8289,0,2024-08-06,Shoes Rental,39.35
1349,6142,0,2023-04-16,Chalk Bag,38.95
1350,6365,0,2023-12-21,Water Bottle,31.43
1351,7429,0,2023-09-30,Celsius,9.67
1352,5326,0,2023-04-10,Gatorade,25.3
1353,7091,0,2024-05-26,Chalk Bag,41.02
1354,4800,0,2025-01-26,Protein Bar,35.34
1355,108,108,2025-01-27,Protein Bar,45.72
1356,7094,0,2025-03-22,Gatorade,30.27
1357,4081,0,2024-07-03,Shoes Rental,41.6
1358,246,246,2023-10-05,Protein Bar,22.43
1359,6543,0,2024-03-01,Water Bottle,45.61
1360,6529,0,2024-11-15,Gatorade,31.96
1361,5564,0,2024-10-30,Celsius,17.22
1362,6548,0,2024-12-08,Celsius,6.49
1363,7316,0,2024-11-29,T-Shirt,33.31
1364,1566,0,2023-05-09,T-Shirt,47.66
1365,6172,0,2024-08-04,Gatorade,38.14
1366,7380,0,2023-12-04,Shoes Rental,8.91
1367,8889,0,2025-02-18,Celsius,49.65
1368,6379,0,2023-08-12,Water Bottle,38.61
1369,7935,0,2023-05-14,Celsius,8.73
1370,2427,0,2024-02-21,T-Shirt,41.24
1371,9517,0,2023-11-09,Celsius,28.66
1372,4373,0,2023-09-20,Chalk Bag,41.39
1373,5654,0,2024-11-22,Protein Bar,34.2
1374,3292,0,2024-01-02,Protein Bar,19.71
1375,2531,0,2024-04-30,T-Shirt,24.65
1376,1520,0,2024-05-22,Gatorade,33.6
1377,2570,0,2024-02-20,T-Shirt,36.87
1378,8877,0,2024-07-02,Shoes Rental,40.05
1379,7432,0,2024-04-04,Water Bottle,35.88
1380,742,742,2024-05-03,Celsius,25.79
1381,306,306,2023-08-04,Chalk Bag,21.02
1382,9725,0,2024-11-15,Protein Bar,21.15
1383,5713,0,2024-08-28,Chalk Bag,39.61
1384,9142,0,2025-03-07,Protein Bar,44.49
1385,7631,0,2024-05-02,Chalk Bag,47.26
1386,1479,0,2025-01-27,Water Bottle,39.57
1387,5886,0,2024-08-10,T-Shirt,47.72
1388,3178,0,2024-02-26,T-Shirt,17.96
1389,7187,0,2023-11-14,T-Shirt,28.16
1390,4827,0,2023-09-01,Celsius,36.65
1391,7241,0,2024-07-27,Protein Bar,36.76
1392,5021,0,2024-04-07,T-Shirt,6.12
1393,9453,0,2023-06-11,Chalk Bag,29.75
1394,4302,0,2024-09-04,Shoes Rental,19.12
1395,7943,0,2023-04-23,Water Bottle,45.22
1396,9943,0,2023-06-29,Chalk Bag,35.71
1397,4428,0,2023-09-28,Water Bottle,36.53
1398,6185,0,2024-02-10,Gatorade,39.88
1399,1957,0,2024-09-04,T-Shirt,11.64
1400,9653,0,2024-05-15,Gatorade,33.22
1401,7786,0,2024-04-24,Shoes Rental,17.77
1402,2411,0,2023-06-22,Celsius,23.19
1403,4764,0,2024-01-25,Chalk Bag,27.33
1404,7483,0,2024-12-09,Chalk Bag,48.61
1405,9898,0,2025-02-28,Protein Bar,35.31
1406,2172,0,2024-12-01,Protein Bar,44.32
1407,7943,0,2024-01-09,Water Bottle,44.27
1408,3633,0,2025-01-17,Protein Bar,25.92
1409,1557,0,2024-11-16,Chalk Bag,15.06
1410,9421,0,2024-09-17,Celsius,14.08
1411,914,914,2025-02-13,Chalk Bag,31.35
1412,7636,0,2023-07-29,Chalk Bag,19.23
1413,6613,0,2023-08-25,T-Shirt,23.32
1414,6620,0,2024-10-15,Protein Bar,14.4
1415,7013,0,2024-02-23,Chalk Bag,38.03
1416,1115,0,2024-03-29,Chalk Bag,49.19
1417,2464,0,2023-04-27,Protein Bar,22.48
1418,716,716,2023-06-09,T-Shirt,18.42
1419,6547,0,2023-06-06,Gatorade,23.8
1420,6509,0,2024-12-19,Protein Bar,35.08
1421,9962,0,2023-06-08,Shoes Rental,6.05
1422,7443,0,2023-05-20,T-Shirt,49.18
1423,8274,0,2023-11-25,Gatorade,7.33
1424,1539,0,2023-07-17,Celsius,27.4
1425,5835,0,2024-08-31,Water Bottle,38.87
1426,3652,0,2024-06-09,Water Bottle,20.02
1427,4786,0,2024-08-15,Gatorade,18.75
1428,9695,0,2023-08-17,Gatorade,16.51
1429,7539,0,2024-08-13,Chalk Bag,27.55
1430,6817,0,2023-06-24,T-Shirt,24.0
1431,6235,0,2023-12-20,Shoes Rental,15.07
1432,9875,0,2024-03-31,Celsius,33.73
1433,8065,0,2024-11-07,Chalk Bag,32.16
1434,7799,0,2023-12-09,Celsius,16.53
1435,7994,0,2024-10-20,Protein Bar,44.87
1436,4828,0,2024-01-23,Gatorade,5.84
1437,9838,0,2024-01-25,Chalk Bag,28.45
1438,7087,0,2024-06-29,Water Bottle,22.33
1439,3929,0,2024-07-23,Water Bottle,48.74
1440,7181,0,2023-10-16,Shoes Rental,7.37
1441,5859,0,2025-03-12,Gatorade,33.06
1442,8076,0,2024-07-25,Celsius,21.47
1443,4938,0,2023-06-06,Chalk Bag,12.58
1444,6640,0,2024-08-17,Water Bottle,25.49
1445,4482,0,2023-12-23,Shoes Rental,20.58
1446,3206,0,2024-05-04,Water Bottle,45.08
1447,6241,0,2023-12-14,Water Bottle,41.18
1448,9364,0,2024-10-03,Gatorade,8.87
1449,5511,0,2023-06-23,Gatorade,39.28
1450,1860,0,2025-03-19,T-Shirt,12.26
1451,2795,0,2023-08-23,Gatorade,20.91
1452,6262,0,2023-11-23,Water Bottle,17.89
1453,921,921,2024-04-21,Chalk Bag,31.46
1454,8296,0,2024-06-04,Protein Bar,44.43
1455,9508,0,2025-02-03,Shoes Rental,34.68
1456,2260,0,2023-12-20,Celsius,49.16
1457,4760,0,2023-11-01,Protein Bar,25.08
1458,3389,0,2024-07-12,Chalk Bag,41.1
1459,7352,0,2024-01-30,Shoes Rental,44.89
1460,581,581,2024-01-11,Chalk Bag,17.94
1461,9044,0,2024-03-17,Shoes Rental,16.34
1462,7148,0,2023-09-25,Shoes Rental,10.44
1463,4653,0,2025-01-14,Water Bottle,42.05
1464,7347,0,2023-09-27,Gatorade,31.14
1465,6037,0,2025-03-03,Water Bottle,42.11
1466,7300,0,2025-02-06,Gatorade,38.2
1467,6509,0,2023-05-01,Celsius,9.35
1468,2239,0,2024-07-09,Celsius,47.24
1469,6311,0,2025-03-12,Chalk Bag,20.14
1470,8714,0,2024-01-13,Shoes Rental,49.11
1471,3545,0,2023-10-07,Shoes Rental,35.92
1472,1961,0,2024-12-04,Celsius,16.01
1473,6681,0,2023-12-13,Water Bottle,14.51
1474,6142,0,2025-01-08,Chalk Bag,10.31
1475,7469,0,2024-12-30,Protein Bar,15.83
1476,1260,0,2025-02-03,Gatorade,13.28
1477,7718,0,2025-02-24,Celsius,8.89
1478,6264,0,2025-02-06,Protein Bar,26.66
1479,7375,0,2023-09-15,Shoes Rental,45.64
1480,6102,0,2023-06-03,Gatorade,42.5
1481,5787,0,2025-01-07,Shoes Rental,17.74
1482,3490,0,2024-01-07,Chalk Bag,25.29
1483,3220,0,2023-11-06,Gatorade,46.55
1484,7162,0,2024-07-13,Water Bottle,7.29
1485,8930,0,2023-08-30,Chalk Bag,21.01
1486,5465,0,2024-07-03,Protein Bar,8.77
1487,1789,0,2024-01-07,Protein Bar,17.43
1488,4758,0,2024-07-13,Celsius,21.63
1489,9282,0,2024-03-07,Celsius,16.73
1490,2725,0,2024-07-29,Celsius,11.1
1491,1454,0,2023-08-15,Protein Bar,11.32
1492,8820,0,2023-08-22,Gatorade,20.5
1493,8155,0,2025-03-25,Protein Bar,17.19
1494,2548,0,2023-07-22,Chalk Bag,23.05
1495,7784,0,2024-10-18,Celsius,8.51
1496,7644,0,2023-09-23,Shoes Rental,25.6
1497,5546,0,2024-03-18,Chalk Bag,28.14
1498,5791,0,2025-01-25,T-Shirt,12.69
1499,4931,0,2024-01-23,Protein Bar,36.84
1500,3277,0,2025-03-08,Protein Bar,6.55
1501,8614,0,2024-03-27,T-Shirt,48.51
1502,8067,0,2025-03-21,Water Bottle,12.06
1503,6925,0,2024-12-28,Chalk Bag,35.81
1504,271,271,2023-11-13,T-Shirt,20.69
1505,6910,0,2024-01-30,T-Shirt,48.78
1506,8405,0,2024-03-30,Water Bottle,13.4
1507,3861,0,2024-07-11,T-Shirt,24.59
1508,9232,0,2023-05-23,Water Bottle,20.78
1509,9360,0,2024-04-22,Water Bottle,5.23
1510,3125,0,2023-11-28,T-Shirt,10.09
1511,1222,0,2024-05-25,Protein Bar,25.1
1512,8357,0,2023-04-12,Celsius,15.9
1513,2086,0,2023-07-02,Chalk Bag,14.44
1514,4295,0,2024-10-31,Chalk Bag,37.07
1515,9263,0,2023-09-08,Celsius,35.8
1516,851,851,2024-12-17,Water Bottle,22.97
1517,7340,0,2023-06-20,Protein Bar,7.76
1518,5426,0,2023-08-11,Protein Bar,47.15
1519,3596,0,2025-02-06,Gatorade,14.4
1520,1491,0,2023-07-07,Celsius,48.67
1521,9455,0,2023-10-01,Celsius,16.94
1522,3243,0,2024-03-01,Chalk Bag,11.84
1523,8946,0,2024-10-02,Celsius,9.38
1524,351,351,2024-08-29,T-Shirt,22.14
1525,5303,0,2023-10-22,Water Bottle,39.54
1526,6507,0,2025-02-08,Water Bottle,36.2
1527,6247,0,2024-09-08,Celsius,44.31
1528,995,995,2024-05-28,Gatorade,33.48
1529,89,89,2025-02-09,T-Shirt,6.7
1530,2175,0,2024-01-18,Gatorade,8.03
1531,9353,0,2023-08-29,Gatorade,8.46
1532,9824,0,2024-06-17,Protein Bar,13.59
1533,9419,0,2025-01-23,T-Shirt,8.79
1534,2446,0,2025-02-02,Celsius,29.22
1535,9065,0,2023-07-13,Protein Bar,5.19
1536,4019,0,2025-02-27,Chalk Bag,26.92
1537,366,366,2023-06-21,Protein Bar,44.33
1538,1540,0,2023-07-02,Water Bottle,26.1
1539,4470,0,2024-01-02,Shoes Rental,43.89
1540,7488,0,2024-02-07,Shoes Rental,38.72
1541,1496,0,2024-06-02,Chalk Bag,6.57
1542,1043,0,2023-12-15,Shoes Rental,16.38
1543,7729,0,2024-07-20,Gatorade,43.71
1544,2034,0,2024-08-28,Protein Bar,12.91
1545,5027,0,2024-05-06,Gatorade,18.61
1546,2083,0,2024-06-27,Shoes Rental,26.59
1547,6785,0,2023-10-18,Chalk Bag,33.37
1548,1425,0,2025-03-09,Chalk Bag,13.77
1549,11,11,2024-06-09,Protein Bar,38.66
1550,6302,0,2025-01-12,Protein Bar,41.32
1551,9178,0,2024-04-07,Chalk Bag,24.64
1552,1222,0,2023-04-07,Water Bottle,37.22
1553,5727,0,2024-07-23,Protein Bar,20.67
1554,6660,0,2023-05-07,Protein Bar,16.0
1555,7144,0,2024-12-29,Celsius,32.8
1556,5096,0,2024-07-05,Protein Bar,7.1
1557,5216,0,2024-06-11,Protein Bar,29.2
1558,9976,0,2023-05-03,Shoes Rental,19.81
1559,2091,0,2024-05-26,Shoes Rental,8.34
1560,1596,0,2024-06-15,Celsius,39.04
1561,6490,0,2023-09-12,Celsius,12.72
1562,7752,0,2023-12-11,Water Bottle,38.49
1563,2808,0,2023-12-25,Chalk Bag,41.38
1564,5470,0,2025-01-25,Protein Bar,42.51
1565,8107,0,2023-05-13,Gatorade,13.34
1566,8604,0,2024-11-27,Chalk Bag,43.79
1567,7935,0,2024-09-25,T-Shirt,19.23
1568,4280,0,2024-04-15,Celsius,44.5
1569,3757,0,2024-04-17,Protein Bar,35.18
1570,3383,0,2024-06-27,Chalk Bag,28.31
1571,778,778,2023-07-17,Chalk Bag,29.72
1572,7126,0,2024-01-27,Gatorade,35.39
1573,71,71,2024-02-28,Chalk Bag,47.3
1574,1128,0,2023-06-24,Gatorade,30.98
1575,7131,0,2023-05-25,Celsius,23.28
1576,6613,0,2024-06-30,Celsius,18.14
1577,5947,0,2024-09-30,Chalk Bag,34.91
1578,3589,0,2024-10-14,Protein Bar,26.47
1579,8751,0,2023-04-20,Celsius,22.25
1580,8949,0,2024-03-13,Celsius,34.6
1581,4706,0,2024-01-30,Protein Bar,24.57
1582,7304,0,2024-10-21,Protein Bar,16.32
1583,4491,0,2025-02-28,Protein Bar,7.69
1584,9695,0,2025-02-25,Shoes Rental,44.91
1585,1981,0,2024-05-01,Chalk Bag,35.24
1586,356,356,2024-01-12,Shoes Rental,34.43
1587,3853,0,2024-07-21,Gatorade,38.03
1588,9813,0,2024-09-10,Chalk Bag,12.32
1589,7365,0,2023-06-16,Celsius,6.83
1590,7751,0,2024-07-13,Chalk Bag,29.36
1591,7349,0,2023-09-24,Shoes Rental,44.55
1592,9182,0,2023-08-08,T-Shirt,15.03
1593,2101,0,2024-01-02,Water Bottle,27.85
1594,9646,0,2023-04-17,Shoes Rental,40.49
1595,8080,0,2023-07-13,Gatorade,33.44
1596,5178,0,2024-04-29,Celsius,37.51
1597,506,506,2024-07-28,Water Bottle,6.87
1598,701,701,2024-04-04,Celsius,25.81
1599,7666,0,2023-08-31,Shoes Rental,8.26
1600,8614,0,2025-03-13,Shoes Rental,26.61
1601,3226,0,2024-08-07,T-Shirt,26.21
1602,5869,0,2024-01-03,Shoes Rental,19.57
1603,2805,0,2024-03-05,Shoes Rental,13.59
1604,2884,0,2024-11-08,Celsius,6.88
1605,7454,0,2025-02-23,T-Shirt,8.83
1606,8512,0,2023-12-01,Water Bottle,45.01
1607,8235,0,2024-06-20,Chalk Bag,48.73
1608,2923,0,2024-07-03,Gatorade,8.32
1609,2489,0,2024-01-16,Water Bottle,7.04
1610,2280,0,2024-11-01,Chalk Bag,9.87
1611,7433,0,2024-07-28,Chalk Bag,19.39
1612,7364,0,2023-06-09,Celsius,12.22
1613,9657,0,2024-11-20,Protein Bar,40.89
1614,9407,0,2023-06-16,Shoes Rental,25.88
1615,1982,0,2025-02-09,Gatorade,20.91
1616,6627,0,2023-08-26,Water Bottle,49.31
1617,5287,0,2024-07-08,Protein Bar,30.71
1618,1980,0,2024-12-04,Chalk Bag,11.75
1619,4140,0,2023-10-31,Protein Bar,11.81
1620,4593,0,2023-07-06,Gatorade,27.89
1621,1222,0,2023-11-12,Water Bottle,24.13
1622,8097,0,2024-10-04,Chalk Bag,41.17
1623,9913,0,2023-12-09,Protein Bar,14.0
1624,6014,0,2023-10-05,Celsius,36.04
1625,3502,0,2024-06-03,Shoes Rental,36.17
1626,8310,0,2024-01-27,Shoes Rental,14.52
1627,1190,0,2024-05-02,Protein Bar,15.46
1628,7335,0,2024-06-09,Chalk Bag,35.75
1629,7810,0,2023-04-23,Shoes Rental,24.5
1630,5604,0,2023-08-17,Protein Bar,40.53
1631,9257,0,2024-08-09,Gatorade,21.96
1632,3859,0,2024-10-02,Water Bottle,18.07
1633,9700,0,2024-04-30,T-Shirt,21.72
1634,5602,0,2024-07-25,Celsius,44.38
1635,9631,0,2023-10-19,Protein Bar,12.49
1636,544,544,2024-08-29,Celsius,19.8
1637,7012,0,2023-11-22,Celsius,42.38
1638,5687,0,2025-02-04,Chalk Bag,34.34
1639,8094,0,2024-05-16,Protein Bar,21.73
1640,2655,0,2024-04-18,Protein Bar,30.96
1641,5992,0,2023-08-21,Shoes Rental,14.25
1642,9609,0,2023-12-10,Chalk Bag,31.47
1643,6385,0,2024-12-20,Celsius,15.2
1644,5177,0,2023-09-25,Celsius,22.85
1645,5374,0,2024-12-30,T-Shirt,6.14
1646,1593,0,2025-01-06,T-Shirt,13.3
1647,9302,0,2024-11-04,Shoes Rental,44.59
1648,9537,0,2023-03-28,Water Bottle,8.63
1649,8473,0,2025-01-01,Celsius,5.11
1650,1788,0,2024-01-27,Protein Bar,28.75
1651,7536,0,2024-12-07,Protein Bar,45.15
1652,6876,0,2023-12-06,Celsius,18.06
1653,3804,0,2024-01-02,Shoes Rental,28.94
1654,2232,0,2024-11-26,Gatorade,7.49
1655,4261,0,2023-12-14,Celsius,7.46
1656,2989,0,2023-11-20,Water Bottle,16.8
1657,6824,0,2024-08-22,Water Bottle,44.77
1658,412,412,2023-07-23,Gatorade,24.8
1659,6278,0,2023-04-27,Water Bottle,48.73
1660,1039,0,2025-01-01,Water Bottle,17.13
1661,5058,0,2024-09-21,Gatorade,46.77
1662,8294,0,2024-11-03,Celsius,25.44
1663,1329,0,2024-06-07,T-Shirt,28.02
1664,5608,0,2024-06-04,Water Bottle,48.21
1665,6595,0,2024-10-05,Gatorade,47.49
